mun_c,mun_n,reg_c,reg_n,arr_c,dist_n,arr_n,poste_c,type_poste_c,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs_maire,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
22025,Saint-Gabriel-de-Valcartier,3,Capitale-Nationale,,,,3,C,Conseiller,Sauvé,Sean,M,Nouveau,,0,295,15,Non élu
22025,Saint-Gabriel-de-Valcartier,3,Capitale-Nationale,,,,3,C,Conseiller,Bédard,Maureen,F,Nouveau,,0,415,15,Élu
22025,Saint-Gabriel-de-Valcartier,3,Capitale-Nationale,,,,4,C,Conseiller,Lavallee,Thomas,M,Sortant,,0,0,,Élu sans opposition
22025,Saint-Gabriel-de-Valcartier,3,Capitale-Nationale,,,,5,C,Conseiller,Noël,Dorothy,F,Sortant,,0,0,,Élu sans opposition
22025,Saint-Gabriel-de-Valcartier,3,Capitale-Nationale,,,,6,C,Conseiller,Hogan,David,M,Sortant,,0,0,,Élu sans opposition
22030,Lac-Delage,3,Capitale-Nationale,,,,0,M,Maire,Rochette,Guy,M,Sortant (autre poste),,,0,,Élu sans opposition
22030,Lac-Delage,3,Capitale-Nationale,,,,1,C,Conseiller,Marcoux,Jacinthe,F,Nouveau,,,0,,Élu sans opposition
22030,Lac-Delage,3,Capitale-Nationale,,,,2,C,Conseiller,Morin,Alexandre,M,Sortant,,,0,,Élu sans opposition
22030,Lac-Delage,3,Capitale-Nationale,,,,3,C,Conseiller,Gosselin,Gilles,M,Nouveau,,,0,,Désistement
22030,Lac-Delage,3,Capitale-Nationale,,,,3,C,Conseiller,Boiteau,Marc,M,Sortant,,,0,,Élu sans opposition
22030,Lac-Delage,3,Capitale-Nationale,,,,4,C,Conseiller,Poupart,Alexandre,M,Nouveau,,,0,,Élu sans opposition
22030,Lac-Delage,3,Capitale-Nationale,,,,5,C,Conseiller,Gosselin,Christiane,F,Nouveau,,,0,,Élu sans opposition
22030,Lac-Delage,3,Capitale-Nationale,,,,6,C,Conseiller,Baker,Jonathan,M,Nouveau,,,0,,Élu sans opposition
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,,0,M,Maire,Gagné,Louis-Antoine,M,Sortant (autre poste),,6391,1092,34,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,,0,M,Maire,Miller,Robert,M,Sortant,Parti évolution - Équipe Robert Miller,6391,912,34,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,,,0,M,Maire,Lebel,Claude,M,Sortant (autre poste),Parti uni des Cantons,6391,1123,34,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,1,,1,C,Conseiller,Laliberté,Annick,F,Nouveau,Parti évolution - Équipe Robert Miller,6391,204,21,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,1,,1,C,Conseiller,G. St-Laurent,Gaétane,F,Nouveau,Parti uni des Cantons,6391,350,21,Élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,2,,2,C,Conseiller,Beaulieu,Paul,M,Sortant,Parti uni des Cantons,6391,164,10,Non élu
22035,Stoneham-et-Tewkesbury,3,Capitale-Nationale,,2,,2,C,Conseiller,Rousseau,Maryse,F,Nouveau,Parti évolution - Équipe Robert Miller,6391,76,10,Non élu
