Municipality Type,Municipality,Ward,Position,Gender,First Name,Last Name,Acclaimed,Incumbent,Elected,Votes
City,Medicine Hat,,Mayor,M,Ted (Keith),Clugston,N,Y,Y,"9,317"
City,Medicine Hat,,Mayor,M,John,Hamill,N,N,N,"4,119"
City,Medicine Hat,,Mayor,M,Scott,Raible,N,N,N,"2,516"
City,Medicine Hat,,Mayor,M,Thomas,Fougere,N,N,N,497
City,Medicine Hat,,Councillor,M,Robert,Dumanowski,N,Y,Y,"8,356"
City,Medicine Hat,,Councillor,M,Kris,Samraj,N,N,Y,"7,619"
City,Medicine Hat,,Councillor,M,Phil,Turnbull,N,N,Y,"7,393"
City,Medicine Hat,,Councillor,F,Julie Christine,Friesen,N,Y,Y,"7,056"
City,Medicine Hat,,Councillor,M,Darren,Hirsch,N,N,Y,"6,957"
City,Medicine Hat,,Councillor,M,Jim,Turner,N,Y,Y,"6,393"
City,Medicine Hat,,Councillor,M,Brian,Varga,N,Y,Y,"6,115"
City,Medicine Hat,,Councillor,M,Jamie,McIntosh,N,Y,Y,"6,083"
City,Medicine Hat,,Councillor,M,Bill,Cocks,N,Y,N,"5,970"
City,Medicine Hat,,Councillor,M,Les,Pearson,N,Y,N,"5,842"
City,Medicine Hat,,Councillor,M,Immanuel,Moritz,N,N,N,"5,650"
City,Medicine Hat,,Councillor,F,Maureen (Mo),Roberts,N,N,N,"5,141"
City,Medicine Hat,,Councillor,M,Hugh,English,N,N,N,"4,230"
City,Medicine Hat,,Councillor,M,Michael,Klassen,N,N,N,"3,717"
City,Medicine Hat,,Councillor,F,Colette,Smithers,N,N,N,"3,611"
City,Medicine Hat,,Councillor,M,Miles,Mulholland,N,N,N,"3,536"
City,Medicine Hat,,Councillor,M,Charles (Chuck),Turner,N,N,N,"2,656"
City,Medicine Hat,,Councillor,M,Leslie,Rath,N,N,N,"2,008"
City,Medicine Hat,,Councillor,M,Ryan,Regnier,N,N,N,"1,416"
City,Red Deer,,Mayor,F,Tara,Veer,N,Y,Y,"16,619"
City,Red Deer,,Mayor,M,Sean,Burke,N,N,N,"2,176"
City,Red Deer,,Councillor,M,Michael,Dawe,N,N,Y,"12,258"
City,Red Deer,,Councillor,F,Tanya,Handley,N,Y,Y,"9,671"
City,Red Deer,,Councillor,F,Dianne,Wyntjes,N,Y,Y,"9,193"
City,Red Deer,,Councillor,M,Lawrence,Lee,N,Y,Y,"8,796"
City,Red Deer,,Councillor,M,S.H. (Buck),Buchanan,N,Y,Y,"7,453"
City,Red Deer,,Councillor,M,Kenneth,Johnston,N,Y,Y,"7,373"
City,Red Deer,,Councillor,M,Frank,Wong,N,Y,Y,"6,306"
City,Red Deer,,Councillor,F,Vesna,Higham,N,N,Y,"6,296"
City,Red Deer,,Councillor,F,Lynne P.,Mulder,N,Y,N,"6,115"
City,Red Deer,,Councillor,M,Rick,More,N,N,N,"5,669"
City,Red Deer,,Councillor,M,Jonathan,Wieler,N,N,N,"4,709"
City,Red Deer,,Councillor,M,Ted,Johnson,N,N,N,"3,537"
City,Red Deer,,Councillor,M,Jeremy,Moore,N,N,N,"3,504"
City,Red Deer,,Councillor,M,Jordy,Smith,N,N,N,"3,309"
City,Red Deer,,Councillor,M,Calvin,Goulet-Jones,N,N,N,"3,260"
City,Red Deer,,Councillor,M,Brice,Unland,N,N,N,"3,090"
City,Red Deer,,Councillor,F,Sandra (Sam),Bergeron,N,N,N,"2,766"
City,Red Deer,,Councillor,F,Valdene,Callin,N,N,N,"2,754"
City,Red Deer,,Councillor,M,Matt,Slubik,N,N,N,"2,163"
City,Red Deer,,Councillor,M,Doug,Manderville,N,N,N,"2,008"
City,Red Deer,,Councillor,M,Rob,Friss,N,N,N,"1,866"
City,Red Deer,,Councillor,F,Bobbi,McCoy,N,N,N,"1,694"
City,Red Deer,,Councillor,M,Jim,Kristinson,N,N,N,"1,552"
City,Red Deer,,Councillor,M,Bayo,Nshombo Bayongwa,N,N,N,"1,385"
City,Red Deer,,Councillor,M,Cory,Kingsfield,N,N,N,"1,377"
City,Red Deer,,Councillor,M,Ian,Miller,N,N,N,"1,189"
City,Red Deer,,Councillor,M,Matt,Chapin,N,N,N,979
City,Red Deer,,Councillor,F,Kris,Maciborsky,N,N,N,935
City,Red Deer,,Councillor,M,Jason Sheridan,Habuza,N,N,N,539
City,Spruce Grove,,Mayor,M,Stuart,Houston,N,Y,Y,"5,381"
City,Spruce Grove,,Mayor,M,Daniel,Doornekamp,N,N,N,"1,631"
City,Spruce Grove,,Councillor,M,Dave,Oldham,N,N,Y,"4,712"
City,Spruce Grove,,Councillor,M,Searle,Turton,N,Y,Y,"4,250"
City,Spruce Grove,,Councillor,F,Erin,Stevenson,N,N,Y,"2,837"
City,Spruce Grove,,Councillor,M,Wayne,Rothe,N,Y,Y,"2,827"
City,Spruce Grove,,Councillor,F,Michelle,Thiebaud-Gruhlke,N,N,Y,"2,757"
City,Spruce Grove,,Councillor,F,Chantal,McKenzie,N,N,Y,"2,563"
City,Spruce Grove,,Councillor,M,Reid,MacDonald,N,N,N,"2,478"
City,Spruce Grove,,Councillor,F,Stephanie,Chard,N,N,N,"2,475"
City,Spruce Grove,,Councillor,F,Jan,Gillett,N,N,N,"2,418"
City,Spruce Grove,,Councillor,M,Ed,McLean,N,Y,N,"2,344"
City,Spruce Grove,,Councillor,M,Bill,Steinburg,N,Y,N,"2,294"
City,Spruce Grove,,Councillor,M,Owen,Garratt,N,N,N,"1,910"
City,St. Albert,,Mayor,F,Cathy,Heron,N,Y,Y,"10,714"
City,St. Albert,,Mayor,M,Cam,MacKay,N,Y,N,"6,840"
City,St. Albert,,Mayor,M,Malcolm,Parker,N,N,N,"3,905"
City,St. Albert,,Councillor,M,Wes,Brodhead,N,Y,Y,"8,900"
City,St. Albert,,Councillor,F,Jacquie,Hansen,N,N,Y,"8,479"
City,St. Albert,,Councillor,F,Sheena,Hughes,N,Y,Y,"7,642"
City,St. Albert,,Councillor,F,Natalie,Joly,N,N,Y,"7,446"
City,St. Albert,,Councillor,M,Ray,Watkins,N,N,Y,"7,440"
City,St. Albert,,Councillor,M,Ken,MacKay,N,N,Y,"6,777"
City,St. Albert,,Councillor,M,Allan,Bohachyk,N,N,N,"6,603"
City,St. Albert,,Councillor,F,Jan,Butler,N,N,N,"6,599"
City,St. Albert,,Councillor,F,Tash,Taylor,N,N,N,"6,571"
City,St. Albert,,Councillor,M,Mark,Cassidy,N,N,N,"5,489"
City,St. Albert,,Councillor,F,Charlene (Berard),Jelinski,N,N,N,"4,936"
City,St. Albert,,Councillor,M,Steve,Stone,N,N,N,"4,830"
City,St. Albert,,Councillor,M,Bob,Russell,N,Y,N,"4,083"
City,St. Albert,,Councillor,M,Gilbert,Cantin,N,N,N,"3,723"
City,St. Albert,,Councillor,F,Sandyne,Beach-McCutcheon,N,N,N,"3,192"
City,St. Albert,,Councillor,M,Hannes,Rudolph,N,N,N,"3,099"
City,St. Albert,,Councillor,M,Craig,Cameron,N,N,N,"2,845"
City,St. Albert,,Councillor,M,Jaye,Walter,N,N,N,"2,730"
City,St. Albert,,Councillor,M,Barry Michael,Zukewich,N,N,N,"2,496"
City,St. Albert,,Councillor,F,Ufuoma,Odebala-Fregene,N,N,N,"2,283"
City,St. Albert,,Councillor,M,Mark,Kay,N,N,N,"1,900"
City,St. Albert,,Councillor,M,Nestor Andrew,Petriw,N,N,N,"1,708"
City,St. Albert,,Councillor,M,Leonard,Wilkins,N,N,N,"1,566"
City,St. Albert,,Councillor,M,Jacy,Eberlein,N,N,N,"1,303"
City,St. Albert,,Councillor,M,Shayne,Kawalilak,N,N,N,"1,125"
City,Wetaskiwin,,Mayor,M,Tyler,Gandam,N,N,Y,"2,081"
City,Wetaskiwin,,Mayor,M,Glenn,Ruecker,N,N,N,911
City,Wetaskiwin,,Councillor,F,Pamela,Ganske,N,N,Y,"1,731"
City,Wetaskiwin,,Councillor,M,Wayne,Neilson,N,Y,Y,"1,564"
City,Wetaskiwin,,Councillor,F,Patricia,MacQuarrie,N,Y,Y,"1,449"
City,Wetaskiwin,,Councillor,M,Dean,Billingsley,N,N,Y,"1,350"
City,Wetaskiwin,,Councillor,M,Alan,Hilgartner,N,N,Y,"1,259"
City,Wetaskiwin,,Councillor,M,Kevin,Lonsdale,N,N,Y,"1,125"
City,Wetaskiwin,,Councillor,F,Amanda,Rule,N,N,N,999
City,Wetaskiwin,,Councillor,M,Blain,Fuller,N,N,N,946
City,Wetaskiwin,,Councillor,M,John,Goofers,N,N,N,848
City,Wetaskiwin,,Councillor,M,Philip,Houle,N,N,N,841
City,Wetaskiwin,,Councillor,M,Mark,McFaul,N,N,N,710
City,Wetaskiwin,,Councillor,M,Antony,Goode,N,N,N,689
City,Wetaskiwin,,Councillor,M,Mervin,Leibel,N,N,N,563
City,Wetaskiwin,,Councillor,M,George,Ollenberger,N,N,N,429
Improvement District,Kananaskis Improvement District,1,Councillor,F,Melanie,Gnyp,Y,N,N,
Improvement District,Kananaskis Improvement District,2,Councillor,M,Jeff,Stork,Y,N,N,
Improvement District,Kananaskis Improvement District,4,Councillor,M,Stephen,Dodwell,Y,N,N,
Municipal District,"Acadia No. 34, M.D. Of",,Councillor,M,Ronald,Hoyt,Y,N,N,
Municipal District,"Acadia No. 34, M.D. Of",,Councillor,M,Tim,Peers,Y,Y,N,
Municipal District,"Acadia No. 34, M.D. Of",,Councillor,M,Peter,Rafa,Y,Y,N,
Municipal District,"Acadia No. 34, M.D. Of",,Councillor,M,Aaron,Skappak,Y,N,N,
Municipal District,"Acadia No. 34, M.D. Of",,Councillor,M,William,Vandeligt,Y,Y,N,
Municipal District,Athabasca  County,1,Councillor,M,Dwayne,Rawson,N,N,Y,217
Municipal District,Athabasca  County,1,Councillor,M,Allen,Balay,N,N,N,85
Municipal District,Athabasca  County,2,Councillor,M,Dennis,Willcott,Y,Y,N,
Municipal District,Athabasca  County,3,Councillor,F,Doris,Splane,Y,Y,N,
Municipal District,Athabasca  County,4,Councillor,F,Christine,Bilsky,N,Y,Y,161
Municipal District,Athabasca  County,4,Councillor,M,Douglas,Slatnik,N,N,N,148
Municipal District,Athabasca  County,5,Councillor,M,Kevin,Haines,N,Y,Y,216
Municipal District,Athabasca  County,5,Councillor,M,Michael,Cottrell,N,N,N,119
Municipal District,Athabasca  County,6,Councillor,F,Penny,Stewart,N,N,Y,125
Municipal District,Athabasca  County,6,Councillor,M,Jack,Dowhaluk,N,Y,N,118
Municipal District,Athabasca  County,7,Councillor,M,Travais,Johnson,Y,N,N,
Municipal District,Athabasca  County,8,Councillor,M,Larry,Armfelt,N,Y,Y,165
Municipal District,Athabasca  County,8,Councillor,F,Gloria,Bury,N,N,N,136
Municipal District,Athabasca  County,9,Councillor,M,Warren,Griffin,N,Y,Y,164
Municipal District,Athabasca  County,9,Councillor,M,Harold,Krawec,N,N,N,119
Municipal District,"Barrhead No. 11, County Of",1,Councillor,M,Douglas,Drozd,Y,Y,N,
Municipal District,"Barrhead No. 11, County Of",2,Councillor,M,Marvin,Schatz,Y,Y,N,
Municipal District,"Barrhead No. 11, County Of",3,Councillor,M,Ronald,Kleinfeldt,Y,Y,N,
Municipal District,"Barrhead No. 11, County Of",4,Councillor,M,William (Bill),Lane,N,Y,Y,250
Municipal District,"Barrhead No. 11, County Of",4,Councillor,M,Ronald,Barton,N,N,N,105
Municipal District,"Barrhead No. 11, County Of",5,Councillor,M,Darrell,Troock,Y,Y,N,
Municipal District,"Barrhead No. 11, County Of",6,Councillor,M,Walter,Preugschas,Y,N,N,
Municipal District,"Barrhead No. 11, County Of",7,Councillor,M,Dennis,Nanninga,Y,Y,N,
Municipal District,Beaver County,1,Councillor,M,Kevin,Smook,Y,Y,N,
Municipal District,Beaver County,2,Councillor,M,James,Kallal,N,N,Y,242
Municipal District,Beaver County,2,Councillor,M,Sieko,Scott,N,Y,N,128
Municipal District,Beaver County,3,Councillor,M,Eugene,Hrabec,N,N,Y,178
Municipal District,Beaver County,3,Councillor,M,Ronald,Yarham,N,Y,N,97
Municipal District,Beaver County,4,Councillor,M,Barry,Bruce,N,N,Y,132
Municipal District,Beaver County,4,Councillor,M,Floyd,LeClercq,N,N,N,83
Municipal District,Beaver County,4,Councillor,M,Dennis,Miciak,N,N,N,83
Municipal District,Beaver County,4,Councillor,M,Brent,Christensen,N,N,N,19
Municipal District,Beaver County,5,Councillor,M,Dale,Pederson,N,N,Y,232
Municipal District,Beaver County,5,Councillor,M,James,Fielding,N,N,N,153
Municipal District,Beaver County,5,Councillor,M,Arnold,Hanson,N,Y,N,25
Municipal District,Big Lakes County,1,Councillor,M,David B.,Marx,Y,Y,N,
Municipal District,Big Lakes County,2,Councillor,F,Fern Frances,Welch,N,N,Y,40
Municipal District,Big Lakes County,2,Councillor,M,Micheal Collin,Courtoreille,N,N,N,30
Municipal District,Big Lakes County,2,Councillor,M,Jesse B.,Lamouche,N,N,N,13
Municipal District,Big Lakes County,2,Councillor,M,Frank Alec,Sutherland,N,Y,N,13
Municipal District,Big Lakes County,2,Councillor,M,"Frank ""Manny""",Chalifoux,N,N,N,9
Municipal District,Big Lakes County,2,Councillor,F,Priscilla G.,Sutherland,N,N,N,6
Municipal District,Big Lakes County,3,Councillor,M,Kenneth Wayne,Matthews,Y,Y,N,
Municipal District,Big Lakes County,4,Councillor,M,Ken A.,Killeen,N,Y,Y,172
Municipal District,Big Lakes County,4,Councillor,M,Scott D.,Astle,N,N,N,46
Municipal District,Big Lakes County,5,Councillor,M,Robert,Nygaard,N,Y,Y,111
Municipal District,Big Lakes County,5,Councillor,M,Christopher,Brown,N,N,N,43
Municipal District,Big Lakes County,6,Councillor,M,Richard,Simard,N,N,Y,106
Municipal District,Big Lakes County,6,Councillor,M,Edward Peter,Podollan,N,Y,N,46
Municipal District,Big Lakes County,6,Councillor,F,Angela Marie,Paul,N,N,N,37
Municipal District,Big Lakes County,7,Councillor,M,Donald,Bissell,N,N,Y,68
Municipal District,Big Lakes County,7,Councillor,M,Ronald Edward,Matula,N,Y,N,66
Municipal District,Big Lakes County,8,Councillor,M,Donald Joseph,Charrois,Y,Y,N,
Municipal District,Big Lakes County,9,Councillor,F,Ann Irene,Stewart,Y,Y,N,
Municipal District,"Bighorn No. 8, M.D. Of",1,Councillor,M,Dene,Cooper,Y,Y,N,
Municipal District,"Bighorn No. 8, M.D. Of",1,Councillor,M,Paul,Ryan,Y,Y,N,
Municipal District,"Bighorn No. 8, M.D. Of",2,Councillor,F,Lisa,Rosvold,N,N,Y,92
Municipal District,"Bighorn No. 8, M.D. Of",2,Councillor,F,Carolyn,Montgomery,N,Y,N,77
Municipal District,"Bighorn No. 8, M.D. Of",3,Councillor,M,Paul,Clark,N,Y,Y,35
Municipal District,"Bighorn No. 8, M.D. Of",3,Councillor,F,Patricia,Bedry,N,N,N,29
Municipal District,"Bighorn No. 8, M.D. Of",4,Councillor,M,Erik,Butters,Y,Y,N,
Municipal District,Birch Hills County,1,Councillor,F,Ginette M,Paradis,N,N,Y,33
Municipal District,Birch Hills County,1,Councillor,M,Scott Alan,Day,N,N,N,20
Municipal District,Birch Hills County,2,Councillor,F,Deanne,Wendland,Y,N,N,
Municipal District,Birch Hills County,3,Councillor,M,Paul,Reum,Y,Y,N,
Municipal District,Birch Hills County,4,Councillor,M,Gerald,Manzulenko,Y,Y,N,
Municipal District,Birch Hills County,5,Councillor,F,Cheryl Lynn,Bogdanek,Y,Y,N,
Municipal District,Birch Hills County,6,Councillor,F,Denise,Joudrey,Y,N,N,
Municipal District,Birch Hills County,7,Councillor,M,Terry Shawn,Carbone,Y,Y,N,
Municipal District,"Bonnyville No. 87, M.D. Of",,Reeve,M,Greg,Sawchuk,N,N,Y,"1,835"
Municipal District,"Bonnyville No. 87, M.D. Of",,Reeve,M,Barry,Kalinski,N,N,N,"1,576"
Municipal District,"Bonnyville No. 87, M.D. Of",1,Councillor,M,Marc,Jubinville,N,N,Y,269
Municipal District,"Bonnyville No. 87, M.D. Of",1,Councillor,M,Josh,Crick,N,N,N,263
Municipal District,"Bonnyville No. 87, M.D. Of",1,Councillor,M,Shane,Franklin,N,N,N,120
Municipal District,"Bonnyville No. 87, M.D. Of",2,Councillor,M,Darcy,Skarsen,N,N,Y,388
Municipal District,"Bonnyville No. 87, M.D. Of",2,Councillor,M,David,Fox,N,Y,N,305
Municipal District,"Bonnyville No. 87, M.D. Of",2,Councillor,M,Doug,Ewanowich,N,N,N,54
Municipal District,"Bonnyville No. 87, M.D. Of",3,Councillor,M,Mike,Krywiak,Y,Y,N,
Municipal District,"Bonnyville No. 87, M.D. Of",4,Councillor,M,Ed,Duchesne,N,N,Y,347
Municipal District,"Bonnyville No. 87, M.D. Of",4,Councillor,F,Marcy,MacEachern,N,N,N,308
Municipal District,"Bonnyville No. 87, M.D. Of",5,Councillor,M,Dana,Swigart,N,Y,Y,361
Municipal District,"Bonnyville No. 87, M.D. Of",5,Councillor,F,Angela,Cook,N,N,N,130
Municipal District,"Bonnyville No. 87, M.D. Of",5,Councillor,F,Silke,Skinner,N,N,N,47
Municipal District,"Bonnyville No. 87, M.D. Of",6,Councillor,M,Ben,Fadeyiw,N,N,Y,210
Municipal District,"Bonnyville No. 87, M.D. Of",6,Councillor,M,Tim,Ostertag,N,N,N,205
Municipal District,"Bonnyville No. 87, M.D. Of",6,Councillor,F,Debra,Pelechosky,N,N,N,94
Municipal District,"Bonnyville No. 87, M.D. Of",6,Councillor,M,Paul,Gullackson,N,N,N,65
Municipal District,"Bonnyville No. 87, M.D. Of",6,Councillor,M,Delano,Tolley,N,N,N,65
Municipal District,Brazeau County,,Reeve,M,Bart,Guyon,Y,Y,N,
Municipal District,Brazeau County,1,Councillor,F,Heidi,Swan,N,N,Y,237
Municipal District,Brazeau County,1,Councillor,F,Shirley,Mahan,N,Y,N,87
Municipal District,Brazeau County,2,Councillor,F,Donna,Wiltse,N,N,Y,237
Municipal District,Brazeau County,2,Councillor,M,John A.,Luchyk,N,N,N,93
Municipal District,Brazeau County,3,Councillor,M,Marc,Gressler,N,Y,Y,106
Municipal District,Brazeau County,3,Councillor,F,Christina,Galavan,N,N,N,101
Municipal District,Brazeau County,3,Councillor,F,Dawn C.,Konelsky,N,N,N,39
Municipal District,Brazeau County,4,Councillor,F,Kara,Westerlund,N,Y,Y,200
Municipal District,Brazeau County,4,Councillor,F,Barb Ann,Gabrielson,N,N,N,153
Municipal District,Brazeau County,5,Councillor,M,Anthony,Heinrich,Y,Y,N,
Municipal District,Brazeau County,6,Councillor,F,Sara,Wheale,N,N,Y,131
Municipal District,Brazeau County,6,Councillor,M,Lynn Edwin,Oberle,N,N,N,106
Municipal District,Brazeau County,6,Councillor,M,Jim,Coombes,N,N,N,67
Municipal District,Brazeau County,6,Councillor,M,Garry R.,Portas,N,N,N,10
Municipal District,Camrose County,1,Councillor,M,Jack,Lyle,Y,Y,N,
Municipal District,Camrose County,2,Councillor,F,Cindy,Trautman,N,N,Y,136
Municipal District,Camrose County,2,Councillor,M,Kenneth,Krause,N,Y,N,97
Municipal District,Camrose County,3,Councillor,M,Don,Gregorwich,Y,Y,N,
Municipal District,Camrose County,4,Councillor,M,Trevor,Miller,Y,Y,N,
Municipal District,Camrose County,5,Councillor,M,Brian,Willoughby,N,Y,Y,105
Municipal District,Camrose County,5,Councillor,M,Robert,Lee,N,N,N,92
Municipal District,Camrose County,6,Councillor,M,Gregory,Gillespie,Y,Y,N,
Municipal District,Camrose County,7,Councillor,M,Douglas,Lyseng,Y,Y,N,
Municipal District,Cardston County,1,Councillor,M,Royce B.,Leavitt,N,N,Y,145
Municipal District,Cardston County,1,Councillor,M,Shane,Hansen,N,N,N,123
Municipal District,Cardston County,1,Councillor,M,Glen,Jensen,N,N,N,64
Municipal District,Cardston County,2,Councillor,M,Fred,Lacey,N,Y,Y,116
Municipal District,Cardston County,2,Councillor,M,Thomas,Nish,N,N,N,98
Municipal District,Cardston County,3,Councillor,M,Roger,Houghton,Y,Y,N,
Municipal District,Cardston County,4,Councillor,M,Jim,Bester,N,Y,Y,173
Municipal District,Cardston County,4,Councillor,M,George,Porter,N,N,N,61
Municipal District,Cardston County,5,Councillor,M,Kevin,Quinton,N,N,Y,77
Municipal District,Cardston County,5,Councillor,M,Lloyd,Kearl,N,Y,N,72
Municipal District,Cardston County,5,Councillor,M,LeGrande,Bevans,N,N,N,47
Municipal District,Cardston County,5,Councillor,M,Bob,Woodward,N,N,N,35
Municipal District,Cardston County,5,Councillor,M,Brent,Cahoon,N,N,N,24
Municipal District,Cardston County,6,Councillor,M,Wayne,Harris,N,N,Y,113
Municipal District,Cardston County,6,Councillor,M,Duncan Charles,Thompson,N,Y,N,85
Municipal District,Cardston County,7,Councillor,M,Randy,Bullock,N,N,Y,93
Municipal District,Cardston County,7,Councillor,M,Michael,Loose,N,Y,N,61
Municipal District,Cardston County,7,Councillor,M,Wayne,Dick,N,N,N,53
Municipal District,Clear Hills County,1,Councillor,M,Noel Miron,Croy,Y,Y,N,
Municipal District,Clear Hills County,2,Councillor,M,Peter,Frixel,Y,Y,N,
Municipal District,Clear Hills County,3,Councillor,F,Amber,Bean,N,N,Y,86
Municipal District,Clear Hills County,3,Councillor,M,Lee,Svederus,N,N,N,35
Municipal District,Clear Hills County,4,Councillor,M,Jason,Ruecker,Y,Y,N,
Municipal District,Clear Hills County,5,Councillor,M,David,Janzen,Y,Y,N,
Municipal District,Clear Hills County,6,Councillor,M,Daniel,Fletcher,N,N,Y,43
Municipal District,Clear Hills County,6,Councillor,M,Matthew,Zacharias,N,N,N,41
Municipal District,Clear Hills County,6,Councillor,M,Mackay,Ross,N,N,N,8
Municipal District,Clear Hills County,7,Councillor,M,Raymond,Wetmore,N,N,Y,58
Municipal District,Clear Hills County,7,Councillor,M,Charles,Johnson,N,N,N,36
Municipal District,Clearwater County,1,Councillor,M,James (Jim),Duncan,Y,Y,N,
Municipal District,Clearwater County,2,Councillor,F,Cammie,Laird,N,N,Y,293
Municipal District,Clearwater County,2,Councillor,M,Dick,Wymenga,N,N,N,161
Municipal District,Clearwater County,2,Councillor,M,Kyle,Greenwood,N,Y,N,72
Municipal District,Clearwater County,3,Councillor,M,Daryl,Lougheed,N,N,Y,225
Municipal District,Clearwater County,3,Councillor,M,Curt,Maki,N,Y,N,146
Municipal District,Clearwater County,3,Councillor,F,Megan,Jeffery,N,N,N,19
Municipal District,Clearwater County,4,Councillor,M,John,Vandermeer,Y,Y,N,
Municipal District,Clearwater County,5,Councillor,F,Theresa,Laing,N,Y,Y,407
Municipal District,Clearwater County,5,Councillor,M,Robert (Bob),Bryant,N,N,N,108
Municipal District,Clearwater County,5,Councillor,F,Andrea,Garnier Spongberg,N,N,N,35
Municipal District,Clearwater County,6,Councillor,M,Timothy,Hoven,N,N,Y,148
Municipal District,Clearwater County,6,Councillor,F,Diana,Spencer,N,N,N,147
Municipal District,Clearwater County,6,Councillor,F,Lorissa,Pedersen-Nafziger,N,N,N,50
Municipal District,Clearwater County,7,Councillor,F,Michelle,Swanson,N,N,Y,312
Municipal District,Clearwater County,7,Councillor,M,Pat,Alexander,N,Y,N,164
Municipal District,Cypress County,1,Councillor,F,Michelle,McKenzie,N,N,Y,73
Municipal District,Cypress County,1,Councillor,M,Arthur,Squire,N,Y,N,52
Municipal District,Cypress County,1,Councillor,F,Shirley,Roy,N,N,N,28
Municipal District,Cypress County,2,Councillor,M,Darcy,Geigle,Y,Y,N,
Municipal District,Cypress County,3,Councillor,M,Ernest,Mudie,Y,Y,N,
Municipal District,Cypress County,4,Councillor,M,Robin,Kurpjuweit,N,N,Y,137
Municipal District,Cypress County,4,Councillor,M,Garry,Lentz,N,Y,N,120
Municipal District,Cypress County,5,Councillor,M,Dan,Hamilton,Y,Y,N,
Municipal District,Cypress County,6,Councillor,M,Dustin,Vossler,Y,Y,N,
Municipal District,Cypress County,7,Councillor,M,Richard,Oster,N,Y,Y,199
Municipal District,Cypress County,7,Councillor,M,Garry,Procter,N,N,N,63
Municipal District,Cypress County,8,Councillor,M,Shane,Hok,N,N,Y,79
Municipal District,Cypress County,8,Councillor,M,LeRay,Pahl,N,Y,N,47
Municipal District,Cypress County,9,Councillor,M,Alfred,Belyea,Y,Y,N,
Municipal District,"Fairview No. 136, M.D. Of",1,Councillor,M,Raymond,Skrepnek,Y,Y,N,
Municipal District,"Fairview No. 136, M.D. Of",2,Councillor,M,Philip,Kolodychuk,Y,Y,N,
Municipal District,"Fairview No. 136, M.D. Of",3,Councillor,F,Beverley,Wieben,Y,Y,N,
Municipal District,"Fairview No. 136, M.D. Of",4,Councillor,F,Peggy,Johnson,N,Y,Y,136
Municipal District,"Fairview No. 136, M.D. Of",4,Councillor,M,Barry,Dewitz,N,N,N,69
Municipal District,"Fairview No. 136, M.D. Of",5,Councillor,M,James,Adams,Y,N,N,
Municipal District,Flagstaff County,1,Councillor,M,Richard A.,Manning,Y,Y,N,
Municipal District,Flagstaff County,2,Councillor,F,Jeanette Ruth,Herle,N,N,Y,76
Municipal District,Flagstaff County,2,Councillor,F,Tracy Ruth,Dietrich,N,N,N,75
Municipal District,Flagstaff County,3,Councillor,M,Jeffrey Ian,Eckstrand,N,N,Y,89
Municipal District,Flagstaff County,3,Councillor,M,James G.,Matthews,N,Y,N,65
Municipal District,Flagstaff County,4,Councillor,M,Melvin Albert,Thompson,N,N,Y,90
Municipal District,Flagstaff County,4,Councillor,M,Gunnar,Albrecht,N,Y,N,29
Municipal District,Flagstaff County,5,Councillor,M,Donald,Kroetch,N,N,Y,102
Municipal District,Flagstaff County,5,Councillor,M,Gary Robert,Matthiessen,N,Y,N,46
Municipal District,Flagstaff County,6,Councillor,M,Erik James,Skoberg,N,N,Y,98
Municipal District,Flagstaff County,6,Councillor,M,James,Brodie,N,Y,N,46
Municipal District,Flagstaff County,7,Councillor,M,Howard Michael,Shield,Y,N,N,
Municipal District,"Foothills No. 31, M.D. Of",1,Councillor,M,Robert,Siewert,N,N,Y,346
Municipal District,"Foothills No. 31, M.D. Of",1,Councillor,M,Rick,Percifield,N,Y,N,266
Municipal District,"Foothills No. 31, M.D. Of",1,Councillor,F,Llana,Malmberg,N,N,N,261
Municipal District,"Foothills No. 31, M.D. Of",2,Councillor,F,Delilah,Miller,N,Y,Y,451
Municipal District,"Foothills No. 31, M.D. Of",2,Councillor,M,Terry,Zimmerman,N,N,N,232
Municipal District,"Foothills No. 31, M.D. Of",3,Councillor,M,Jason,Parker,N,Y,Y,355
Municipal District,"Foothills No. 31, M.D. Of",3,Councillor,F,Barb,Castell,N,N,N,294
Municipal District,"Foothills No. 31, M.D. Of",4,Councillor,F,Suzanne,Oel,Y,Y,N,
Municipal District,"Foothills No. 31, M.D. Of",5,Councillor,M,Alan,Alger,N,N,Y,384
Municipal District,"Foothills No. 31, M.D. Of",5,Councillor,M,Ron,Chase,N,Y,N,260
Municipal District,"Foothills No. 31, M.D. Of",5,Councillor,M,Barry,Klassen,N,N,N,207
Municipal District,"Foothills No. 31, M.D. Of",6,Councillor,M,Larry,Spilak,Y,Y,N,
Municipal District,"Foothills No. 31, M.D. Of",7,Councillor,M,R.d.,McHugh,N,N,Y,264
Municipal District,"Foothills No. 31, M.D. Of",7,Councillor,M,Jay,Groeneveld,N,N,N,226
Municipal District,"Forty Mile No. 8, County Of",1,Councillor,F,Joan,Hughson,Y,Y,N,
Municipal District,"Forty Mile No. 8, County Of",3,Councillor,F,Stacey,Barrows,Y,N,,
Municipal District,"Forty Mile No. 8, County Of",4,Councillor,M,Craig,Widmer,Y,Y,N,
Municipal District,"Forty Mile No. 8, County Of",5,Councillor,M,Gerald,Reimer,Y,Y,N,
Municipal District,"Forty Mile No. 8, County Of",6,Councillor,F,Chantel,Timmons,Y,Y,N,
