mun_c,mun_n,mun_type,mrc_c,mrc_n,reg_c,reg_n,arr_n,dist_n,type_poste_d,nom,prenom,sexe,sortant,parti_n,nb_electeurs,nb_votes_candidat,nb_votes_rejetes,statut_candidat_d
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Pettersen,Marc,M,Sortant (même poste),,8991,1839,88,Non élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Jean,Mireille,F,Nouveau candidat,,8567,1624,67,Élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Simard,Joan,F,Nouveau candidat,,8567,929,67,Non élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Morin,Julie,F,Nouveau candidat,Équipe du renouveau démocratique,8567,623,67,Non élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,France,F,Nouveau candidat,,8567,240,67,Non élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Carrier,Éliane,F,Nouveau candidat,Unissons Saguenay,8567,153,67,Non élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Michel,M,Sortant (même poste),,8295,2599,71,Élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gagnon,Mario,M,Nouveau candidat,,8295,910,71,Non élu
94068,Saguenay,Ville,,Hors MRC,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Roussel,Jean-Benoit,M,Nouveau candidat,Unissons Saguenay,8295,199,71,Non élu
94205,Petit-Saguenay,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,La France,Philôme,M,Sortant (même poste),,0,0,,Élu sans opposition
94205,Petit-Saguenay,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Léa,F,Nouveau candidat,,0,0,,Élu sans opposition
94205,Petit-Saguenay,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bergeron,Jean,M,Sortant (même poste),,0,0,,Élu sans opposition
94205,Petit-Saguenay,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Girard,Éliane,F,Nouveau candidat,,0,0,,Élu sans opposition
94205,Petit-Saguenay,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lavoie,Clara,F,Sortant (même poste),,0,0,,Élu sans opposition
94205,Petit-Saguenay,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boudreault,Alain,M,Sortant (même poste),,0,0,,Élu sans opposition
94205,Petit-Saguenay,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Simard,Alain,M,Sortant (même poste),,0,0,,Élu sans opposition
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Perron,Richard,M,Sortant (autre poste),,1209,416,6,Élu
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Thibeault,Éric,M,Sortant (autre poste),,1209,313,6,Non élu
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boudreault,Michel,M,Nouveau candidat,,1209,0,,Élu sans opposition
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Brassard,Carl,M,Nouveau candidat,,1209,0,,Élu sans opposition
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Côté,Yvan,M,Sortant (même poste),,1209,0,,Élu sans opposition
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boudreault,Daniel,M,Nouveau candidat,,1209,0,,Élu sans opposition
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Corbeil,Daniel,M,Nouveau candidat,,1209,587,25,Élu
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Desbiens,Pierre,M,Nouveau candidat,,1209,123,25,Non élu
94210,L'Anse-Saint-Jean,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bouchard,Claude,M,Nouveau candidat,,1209,0,,Élu sans opposition
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Gagné,Rémi,M,Sortant (même poste),,430,0,,Élu sans opposition
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Savard,Jacynthe,F,Nouveau candidat,,430,126,2,Élu
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Rondeau,Réjean,M,Sortant (même poste),,430,75,2,Non élu
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bergeron,Jean,M,Sortant (même poste),,430,0,,Élu sans opposition
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Pelletier,Magella,M,Nouveau candidat,,430,0,,Élu sans opposition
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gagnon,Isabelle,F,Nouveau candidat,,430,0,,Élu sans opposition
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Pelletier,Steeve,M,Nouveau candidat,,430,0,,Élu sans opposition
94215,Rivière-Éternité,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boudreault,Sylvain,M,Sortant (autre poste),,430,0,,Élu sans opposition
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,SIMARD,HERVÉ,M,Sortant (même poste),,631,347,7,Élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Tremblay,Réal,M,Nouveau candidat,,631,126,7,Non élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Girard,Grégoire,M,Sortant (même poste),,631,337,7,Élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,St-Germain,Frank,M,Nouveau candidat,,631,136,7,Non élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Paquet,Claude,M,Nouveau candidat,,631,0,,Élu sans opposition
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,CHAYER,CAROLINE,F,Nouveau candidat,,631,285,9,Élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Quenneville,Denis,M,Sortant (même poste),,631,186,9,Non élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gagnon,Janic,F,Sortant (même poste),,631,365,7,Élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boivin,Serge,M,Nouveau candidat,,631,108,7,Non élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Simard,Jean,M,Nouveau candidat,,631,237,10,Élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Guy,M,Nouveau candidat,,631,233,10,Non élu
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Simard,Carol,M,Sortant (même poste),,631,0,10,Désistement
94220,Ferland-et-Boilleau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Choquette,Samuel,M,Nouveau candidat,,631,0,,Élu sans opposition
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Deslauriers,Pierre,M,Sortant (même poste),,1201,423,4,Élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Claveau,Jean-Marie,M,Nouveau candidat,Équipe Jean-Marie Claveau,1201,412,4,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Dufour,Pierre,M,Nouveau candidat,Équipe Jean-Marie Claveau,1201,388,15,Élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gagné,Mathieu,M,Nouveau candidat,,1201,290,15,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Huard,Louise,F,Nouveau candidat,,1201,146,15,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bergeron,Johanne,F,Nouveau candidat,Équipe Jean-Marie Claveau,1201,477,12,Élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Roberge,Michel,M,Sortant (même poste),,1201,350,12,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Routhier,Karl,M,Nouveau candidat,Équipe Jean-Marie Claveau,1201,416,19,Élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Poirier,René,M,Nouveau candidat,,1201,404,19,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Waltzing,Jean-Guy,M,Sortant (même poste),Équipe Jean-Marie Claveau,1201,438,14,Élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Éric,M,Sortant (autre poste),,1201,387,14,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Côté,Martin,M,Nouveau candidat,,1201,319,23,Élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Fortin,Thérèse,F,Nouveau candidat,Équipe Jean-Marie Claveau,1201,273,23,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Linda,F,Sortant (autre poste),,1201,224,23,Non élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bergeron,Andrée,F,Nouveau candidat,Équipe Jean-Marie Claveau,1201,438,10,Élu
94225,Saint-Félix-d'Otis,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gobeil,Kathie,F,Nouveau candidat,,1201,391,10,Non élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Riverin,Claude,M,Nouveau candidat,,422,223,3,Élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Couture,Marielle-Jennifer,F,Nouveau candidat,,422,72,3,Non élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Blackburn,Michel,M,Sortant (même poste),,422,223,3,Élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay-Girard,Fanny-Fay,F,Nouveau candidat,,422,72,3,Non élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Larouche,Eric,M,Nouveau candidat,,422,193,2,Élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lamoureux-Pelletier,Caroline,F,Nouveau candidat,,422,103,2,Non élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Voyer,Étienne,M,Nouveau candidat,,422,0,,Élu sans opposition
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Limoges,Kim,F,Nouveau candidat,,422,194,13,Élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Girard,Vallier,M,Sortant (même poste),,422,91,13,Non élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Gilles,M,Nouveau candidat,,422,202,2,Élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lavoie,Nancy,F,Nouveau candidat,,422,94,2,Non élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lecours,Suzan,F,Sortant (même poste),,422,241,5,Élu
94230,Sainte-Rose-du-Nord,Paroisse,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lavoie,Myriam,F,Nouveau candidat,,422,52,5,Non élu
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Lemyre,Serge,M,Nouveau candidat,,1797,477,30,Élu
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Bolduc,Jean,M,Sortant (autre poste),,1797,271,30,Non élu
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Desportes,Sophie,F,Nouveau candidat,,248,0,,Élu sans opposition
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Baillargeon,Dominique,F,Sortant (même poste),,261,0,,Élu sans opposition
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Côté,Henri-Paul,M,Sortant (même poste),,276,0,,Élu sans opposition
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Blackburn,Robert,M,Sortant (même poste),,398,0,,Élu sans opposition
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Belkin,Adrien,M,Nouveau candidat,,322,124,8,Élu
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Fortin,Marc,M,Nouveau candidat,,322,34,8,Non élu
94235,Saint-Fulgence,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Morissette,Martin,M,Sortant (même poste),,292,0,,Élu sans opposition
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Tremblay,Bruno,M,Sortant (même poste),,4914,0,,Élu sans opposition
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Villeneuve,Peter,M,Nouveau candidat,,811,113,0,Élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Katherine,F,Nouveau candidat,,811,107,0,Non élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boily,Elisabeth,F,Nouveau candidat,,892,193,2,Élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Villeneuve,Denise,F,Sortant (même poste),,892,85,2,Non élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Roy,Valérie,F,Sortant (même poste),,872,210,4,Élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gagnon,Bruno,M,Nouveau candidat,,872,128,4,Non élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Najat,F,Nouveau candidat,,847,145,0,Élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gravel,Lynda,F,Sortant (autre poste),,847,125,0,Non élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gagnon-Tremblay,Jikaël,M,Nouveau candidat,,847,80,0,Non élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Morel,Sylvain,M,Nouveau candidat,,798,239,2,Élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gravel,Carmen,F,Sortant (même poste),,798,75,2,Non élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Perreault,Sara,F,Sortant (même poste),,694,96,1,Élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Guillaume,M,Nouveau candidat,,694,64,1,Non élu
94240,Saint-Honoré,Ville,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Potvin,Steve,M,Nouveau candidat,,694,49,1,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Grenon,Germain,M,Sortant (autre poste),,2750,892,12,Élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Larouche,Sylvie,F,Sortant (autre poste),,2750,333,12,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Dufour,Philippe,M,Sortant (autre poste),,2750,176,12,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Gagnon,José,M,Nouveau candidat,,2750,127,12,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Morin,Gérald,M,Nouveau candidat,,524,196,6,Élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bolduc,Hugues,M,Nouveau candidat,,524,82,6,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Migneault,Geneviève,F,Nouveau candidat,,434,144,8,Élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Larouche,Ginette,F,Nouveau candidat,,434,127,8,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Girard,Pierre,M,Nouveau candidat,,376,98,12,Élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Hudon,Dany,M,Nouveau candidat,,376,80,12,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Boutin,Jimmy,M,Nouveau candidat,,376,62,12,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Dufour,André,M,Sortant (même poste),,549,183,4,Élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lespérance,Manon,F,Nouveau candidat,,549,161,4,Non élu
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Guay,Marc-André,M,Nouveau candidat,,504,0,,Élu sans opposition
94245,Saint-David-de-Falardeau,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Sirois,Richard,M,Sortant (même poste),,363,0,,Élu sans opposition
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Savard,Gérald,M,Sortant (même poste),,702,356,6,Élu
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Lévesque,Gilbert,M,Nouveau candidat,,702,94,6,Non élu
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Villeneuve,Jean-Philippe,M,Nouveau candidat,,702,0,,Élu sans opposition
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Audet,Caroline,F,Sortant (autre poste),,702,340,24,Élu
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Pearson,Jean-Claude,M,Nouveau candidat,,702,92,24,Non élu
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Potvin,Stécy,M,Sortant (même poste),,702,0,,Élu sans opposition
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Bouchard,Ghislain,M,Sortant (même poste),,702,0,,Élu sans opposition
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Germain,Alexandre,M,Sortant (même poste),,702,0,,Élu sans opposition
94250,Bégin,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Pearson,Raynald,M,Nouveau candidat,,702,0,,Élu sans opposition
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Gravel,Lucien,M,Nouveau candidat,,3198,879,10,Élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,Tremblay,Deny,M,Sortant (même poste),Équipe Tremblay,3198,640,10,Non élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Brassard,Benoit,M,Nouveau candidat,Équipe Tremblay,714,0,,Élu sans opposition
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Audet,Amélie,F,Nouveau candidat,,482,140,4,Élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Brassard,Gabriel,M,Sortant (autre poste),Équipe Tremblay,482,97,4,Non élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Lambert,Suzanne,F,Nouveau candidat,,482,20,4,Non élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Dufour,Cyrille,M,Nouveau candidat,Équipe Tremblay,500,125,2,Élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Perron,Nathalie,F,Sortant (même poste),,500,114,2,Non élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Tremblay,Clément,M,Nouveau candidat,,500,18,2,Non élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Pedneault,Nathalie,F,Nouveau candidat,,527,151,3,Élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Pearson,Daniel,M,Nouveau candidat,Équipe Tremblay,527,105,3,Non élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Limoges,Sophie,F,Nouveau candidat,,515,153,4,Élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Gauthier-Robert,Jean-Michel,M,Nouveau candidat,Équipe Tremblay,515,115,4,Non élu
94255,Saint-Ambroise,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,Caron,Andrée-Anne,F,Nouveau candidat,Équipe Tremblay,460,0,,Élu sans opposition
94260,Saint-Charles-de-Bourget,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Maire,St-Gelais,Bernard,M,Sortant (même poste),,0,,,Élu sans opposition
94260,Saint-Charles-de-Bourget,Municipalité,942,Le Fjord-du-Saguenay,2,Saguenay—Lac-Saint-Jean,,,Conseiller,LAVOIE,MARC,M,Sortant (même poste),,0,,,Élu sans opposition
